   1.0000000000000000E-003   25.133023045343862     
   2.0000000000000000E-003   25.264588662366073     
   3.0000000000000001E-003   25.393255390634664     
   4.0000000000000001E-003   25.517613530549475     
   5.0000000000000001E-003   25.636300588305989     
   6.0000000000000001E-003   25.748016203662566     
   7.0000000000000001E-003   25.851536396959357     
   8.0000000000000002E-003   25.945726979295618     
   9.0000000000000011E-003   26.029555978940621     
   1.0000000000000000E-002   26.102104947831918     
   1.0999999999999999E-002   26.162579024284476     
   1.2000000000000000E-002   26.210315641661676     
   1.3000000000000001E-002   26.244791787593996     
   1.4000000000000000E-002   26.265629734212006     
   1.4999999999999999E-002   26.272601176611943     
   1.6000000000000000E-002   26.265629734212002     
   1.7000000000000001E-002   26.244791787593993     
   1.8000000000000002E-002   26.210315641661673     
   1.9000000000000000E-002   26.162579024284476     
   2.0000000000000000E-002   26.102104947831911     
   2.1000000000000001E-002   26.029555978940621     
   2.1999999999999999E-002   25.945726979295614     
   2.3000000000000000E-002   25.851536396959354     
   2.4000000000000000E-002   25.748016203662555     
   2.5000000000000001E-002   25.636300588305978     
   2.6000000000000002E-002   25.517613530549468     
   2.7000000000000000E-002   25.393255390634657     
   2.8000000000000001E-002   25.264588662366073     
   2.9000000000000001E-002   25.133023045343862     
